,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
11442,8475179,2021,Dmitry Kulikov,MIN,5on5,80,75091.0,1504.0,30.2,0.52,0.54,0.5,0.52,0.5,0.52,292.0,68.49,3.75,4.35,17.46,2.15,41.81,29.48,3.69,3.83,3.77,9.0,6.0,62.0,37.0,52.0,151.0,20.0,5.0,4.0,1.0,16.0,3.0,31.0,40.0,57.0,94.0,17.0,37.0,0.0,97.0,16.0,29.0,89.0,7.0,3.0,2.16,0.78,0.82,1.0,2.0,2.0,153.1,99.0,99.78,20.0,0.87,0.79,0.58,4.05,4.12,4.06,1504.0,122.0,158.0,295.0,929.0,204.0,203.0,203.0,894.0,0.0,0.0,155592.0,37.0,29.0,13.0,83.0,613.79,50.4,48.95,51.01,49.54,606.0,241.0,287.0,1134.0,64.0,48.0,8.0,628.0,180.0,39.0,18.87,21.25,10.28,25.0,28.0,11.0,1153.98,847.0,856.72,8.62,9.27,9.43,49.58,50.22,49.37,613.14,46.5,45.14,46.38,45.01,615.0,241.0,276.0,1132.0,41.0,41.0,7.0,674.0,143.0,39.0,17.58,17.68,11.24,11.0,17.0,13.0,1121.49,856.0,852.49,8.1,8.43,8.61,45.99,45.68,45.12,108.1,91.9,2418.0,2264.0,4.46,0.62,106.0,18.0,88.0,16.0,1990-10-29,204.0,RUS,L,5.0,D,185.42000000000002,Lipetsk,--,2009,1,14,2009.0
1357,8474688,2019,Greg Pateryn,MIN,5on5,20,15656.0,313.0,0.95,0.46,0.58,0.43,0.53,0.45,0.53,104.0,23.66,0.54,1.27,6.25,0.79,14.94,11.21,0.54,0.52,0.52,0.0,3.0,22.0,13.0,17.0,52.0,3.0,0.0,2.0,0.0,8.0,0.0,6.0,19.0,22.0,35.0,3.0,6.0,0.0,23.0,2.0,5.0,35.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,51.02,35.0,34.14,4.0,0.25,0.3,0.0,0.79,0.76,0.75,313.0,25.0,25.0,65.0,198.0,60.0,44.0,37.0,172.0,0.0,0.0,42565.0,6.0,0.0,0.0,25.0,120.94,9.1,9.03,9.23,9.15,121.0,45.0,59.0,225.0,12.0,5.0,1.0,130.0,31.0,5.0,3.57,3.9,1.63,6.0,5.0,1.0,227.49,166.0,168.71,1.62,0.98,0.98,9.74,9.84,9.77,144.71,10.8,10.55,10.87,10.62,136.0,67.0,93.0,296.0,11.0,11.0,2.0,160.0,35.0,8.0,4.04,4.18,2.59,5.0,3.0,3.0,289.67,203.0,201.67,1.94,2.63,2.63,10.12,10.17,10.1,32.07,22.89,679.0,602.0,0.72,0.23,20.0,5.0,13.0,4.0,1990-06-20,223.0,USA,R,29.0,D,190.5,Sterling Heights,MI,2008,5,128,2012.0
5337,8474013,2020,Ian Cole,MIN,5on5,54,46159.0,957.0,1.8,0.48,0.53,0.42,0.48,0.44,0.48,253.0,27.69,0.98,1.6,7.87,0.9,15.92,12.73,0.88,0.98,0.88,2.0,4.0,27.0,13.0,12.0,52.0,7.0,1.0,6.0,0.0,11.0,1.0,8.0,13.0,26.0,39.0,16.0,32.0,0.0,38.0,8.0,22.0,39.0,0.0,1.0,0.75,0.0,0.23,1.0,0.0,0.0,52.5,40.0,40.38,17.0,0.33,1.69,0.03,1.27,1.28,1.17,957.0,55.0,137.0,147.0,618.0,162.0,164.0,118.0,513.0,0.0,0.0,113069.0,32.0,2.0,1.0,84.0,324.96,28.14,27.15,28.48,27.48,326.0,119.0,109.0,554.0,41.0,28.0,6.0,317.0,101.0,27.0,9.09,11.54,7.5,14.0,18.0,9.0,562.05,445.0,451.44,4.6,5.98,5.7,27.03,27.23,26.78,402.64,29.93,29.24,29.76,29.09,373.0,183.0,205.0,761.0,26.0,24.0,2.0,438.0,95.0,23.0,12.3,11.38,6.26,13.0,11.0,2.0,757.07,556.0,554.22,5.26,3.74,3.92,31.26,31.18,30.79,73.41,64.76,1543.0,1702.0,3.89,0.24,55.0,16.0,48.0,11.0,1989-02-21,219.0,USA,L,28.0,D,185.42000000000002,Ann Arbor,MI,2007,1,18,2010.0
9587,8478136,2021,Jake Middleton,MIN,5on5,66,64629.0,1381.0,12.58,0.5,0.49,0.46,0.46,0.48,0.47,233.0,56.88,2.65,3.39,14.9,1.93,35.21,25.91,2.54,2.66,2.55,3.0,3.0,65.0,19.0,26.0,110.0,9.0,3.0,5.0,0.0,14.0,3.0,22.0,37.0,62.0,81.0,26.0,82.0,0.0,112.0,23.0,17.0,77.0,7.0,0.0,1.86,0.79,0.0,2.0,1.0,0.0,107.96,84.0,82.97,17.0,0.68,0.68,0.42,2.91,2.91,2.84,1381.0,143.0,171.0,225.0,842.0,157.0,184.0,169.0,871.0,0.0,0.0,129141.0,82.0,56.0,13.0,100.0,511.62,43.94,42.5,43.74,42.29,517.0,190.0,208.0,915.0,46.0,38.0,10.0,524.0,146.0,37.0,15.71,18.02,10.22,21.0,12.0,13.0,906.92,707.0,701.97,7.32,7.17,7.67,43.58,43.16,42.46,554.61,44.55,43.26,44.91,43.63,553.0,222.0,289.0,1064.0,41.0,35.0,8.0,585.0,159.0,31.0,16.61,19.07,8.87,18.0,14.0,9.0,1075.56,775.0,782.65,7.53,7.51,7.51,44.57,45.11,44.24,80.72,84.19,1734.0,2052.0,6.03,0.47,122.0,16.0,96.0,10.0,1996-01-02,210.0,CAN,L,67.0,D,190.5,Wainwright,AB,2014,7,210,2018.0
18422,8478136,2022,Jake Middleton,MIN,5on5,79,77443.0,1543.0,15.77,0.49,0.5,0.47,0.51,0.48,0.51,276.0,74.4,3.26,4.29,20.03,2.51,44.21,32.7,3.18,3.24,3.17,5.0,6.0,67.0,40.0,55.0,162.0,14.0,3.0,5.0,0.0,16.0,1.0,34.0,48.0,64.0,104.0,20.0,52.0,0.0,106.0,14.0,22.0,99.0,7.0,1.0,2.04,0.95,0.27,3.0,0.0,0.0,161.24,107.0,106.45,19.0,0.86,0.92,0.45,3.67,3.67,3.62,1543.0,132.0,198.0,254.0,959.0,180.0,183.0,177.0,1003.0,0.0,0.0,155682.0,52.0,32.0,10.0,116.0,611.63,50.31,48.77,50.79,49.23,566.0,283.0,315.0,1164.0,46.0,51.0,4.0,634.0,176.0,39.0,19.35,21.46,9.51,21.0,21.0,4.0,1176.85,849.0,858.6,8.41,8.53,8.73,49.99,50.56,49.66,646.69,53.23,51.16,52.95,50.89,646.0,258.0,404.0,1308.0,42.0,45.0,5.0,690.0,176.0,38.0,20.82,21.19,11.22,17.0,20.0,5.0,1299.2,904.0,898.75,8.61,9.39,9.54,52.3,52.05,50.99,106.15,105.66,2399.0,2307.0,7.24,0.88,134.0,12.0,103.0,8.0,1996-01-02,210.0,CAN,L,67.0,D,190.5,Wainwright,AB,2014,7,210,2018.0
21682,8478136,2023,Jake Middleton,MIN,5on5,80,81595.0,1638.0,19.38,0.5,0.51,0.47,0.51,0.47,0.51,227.0,79.06,4.97,4.64,20.61,2.57,46.22,33.0,4.72,4.89,4.65,6.0,9.0,79.0,33.0,72.0,184.0,20.0,5.0,8.0,0.0,20.0,0.0,43.0,36.0,74.0,107.0,26.0,72.0,0.0,134.0,16.0,18.0,97.0,9.0,6.0,2.05,1.18,1.74,3.0,2.0,0.0,181.29,112.0,111.31,15.0,0.94,1.89,1.97,3.94,3.88,3.8,1638.0,155.0,203.0,313.0,967.0,214.0,209.0,200.0,1015.0,0.0,0.0,150165.0,72.0,62.0,20.0,120.0,637.26,51.94,50.57,51.98,50.62,609.0,269.0,360.0,1238.0,50.0,59.0,7.0,677.0,154.0,47.0,19.44,19.26,13.25,20.0,22.0,8.0,1236.19,878.0,879.27,8.61,11.31,11.4,49.14,48.99,48.29,707.41,52.28,51.1,53.15,51.93,667.0,313.0,423.0,1403.0,70.0,41.0,5.0,783.0,153.0,44.0,21.81,18.89,11.58,34.0,25.0,11.0,1415.12,980.0,988.09,9.28,7.42,7.98,53.58,54.28,53.53,96.03,91.1,2369.0,2249.0,4.94,0.59,132.0,20.0,89.0,15.0,1996-01-02,210.0,CAN,L,67.0,D,190.5,Wainwright,AB,2014,7,210,2018.0
2072,8474716,2019,Jared Spurgeon,MIN,5on5,62,62352.0,1195.0,43.7,0.58,0.51,0.53,0.48,0.53,0.49,216.0,87.78,3.99,5.17,22.32,3.03,53.15,40.33,3.92,3.97,3.88,5.0,4.0,88.0,40.0,64.0,192.0,17.0,8.0,11.0,0.0,22.0,2.0,41.0,44.0,80.0,120.0,8.0,16.0,0.0,53.0,6.0,15.0,115.0,12.0,1.0,2.33,1.37,0.3,6.0,2.0,0.0,190.44,128.0,127.01,11.0,1.04,1.91,0.33,4.71,4.66,4.59,1195.0,155.0,151.0,234.0,655.0,139.0,161.0,187.0,708.0,0.0,0.0,119207.0,16.0,12.0,6.0,69.0,564.77,47.35,45.85,47.38,45.87,563.0,214.0,275.0,1052.0,55.0,51.0,11.0,569.0,169.0,39.0,15.07,21.19,11.08,19.0,24.0,12.0,1052.24,777.0,778.37,7.71,10.93,10.96,44.1,44.19,43.4,493.44,34.96,34.13,35.05,34.22,507.0,194.0,219.0,920.0,39.0,22.0,3.0,575.0,104.0,22.0,15.94,12.78,6.24,16.0,17.0,6.0,916.14,701.0,699.19,6.5,4.24,3.96,37.5,37.61,37.11,74.94,71.26,1716.0,1846.0,3.87,0.53,73.0,16.0,59.0,13.0,1989-11-29,167.0,CAN,R,46.0,D,175.26,Edmonton,AB,2008,6,156,2010.0
8587,8474716,2020,Jared Spurgeon,MIN,5on5,54,53697.0,1025.0,25.1,0.55,0.51,0.48,0.45,0.48,0.47,194.0,66.15,3.92,4.01,16.0,2.15,39.85,30.08,3.77,3.87,3.72,3.0,4.0,63.0,33.0,36.0,132.0,11.0,4.0,4.0,0.0,13.0,3.0,28.0,44.0,59.0,92.0,3.0,6.0,0.0,47.0,14.0,7.0,86.0,7.0,3.0,2.32,0.83,0.77,2.0,2.0,0.0,132.68,96.0,95.96,5.0,0.81,0.6,0.6,4.13,4.12,4.03,1025.0,138.0,118.0,186.0,583.0,92.0,140.0,147.0,646.0,0.0,0.0,105016.0,6.0,6.0,3.0,68.0,414.11,35.95,34.79,36.2,35.04,421.0,154.0,188.0,763.0,38.0,36.0,6.0,423.0,118.0,34.0,12.27,14.42,9.26,13.0,16.0,9.0,776.95,575.0,583.15,5.83,7.81,7.91,33.87,34.18,33.7,436.21,29.31,28.69,29.13,28.52,441.0,172.0,224.0,837.0,36.0,30.0,5.0,510.0,85.0,18.0,14.44,10.18,4.7,16.0,16.0,4.0,829.65,613.0,607.87,5.73,5.2,5.2,29.85,29.7,29.38,66.7,65.27,1351.0,1626.0,3.44,0.56,47.0,20.0,40.0,15.0,1989-11-29,167.0,CAN,R,46.0,D,175.26,Edmonton,AB,2008,6,156,2010.0
10177,8474716,2021,Jared Spurgeon,MIN,5on5,65,58310.0,1176.0,52.6,0.56,0.53,0.55,0.5,0.56,0.5,267.0,76.38,3.5,4.6,19.15,2.57,47.89,34.29,3.41,3.5,3.41,7.0,7.0,84.0,28.0,55.0,167.0,21.0,7.0,5.0,0.0,20.0,5.0,32.0,43.0,77.0,105.0,5.0,10.0,0.0,37.0,7.0,9.0,104.0,8.0,0.0,2.52,0.98,0.0,5.0,2.0,0.0,167.9,112.0,112.57,7.0,0.93,1.64,0.11,4.31,4.33,4.23,1176.0,139.0,129.0,183.0,725.0,102.0,136.0,183.0,755.0,0.0,0.0,129360.0,10.0,6.0,3.0,54.0,526.77,42.63,41.43,43.29,42.06,535.0,200.0,233.0,968.0,56.0,41.0,11.0,572.0,131.0,32.0,17.68,16.04,8.91,25.0,19.0,12.0,982.5,735.0,743.76,7.32,8.89,8.44,41.52,42.05,41.36,425.77,34.18,32.89,33.86,32.58,422.0,165.0,192.0,779.0,28.0,33.0,2.0,440.0,117.0,30.0,11.66,14.21,8.3,10.0,13.0,5.0,771.38,587.0,583.19,5.81,7.08,7.08,32.9,32.52,31.9,87.64,77.5,1941.0,1927.0,4.59,1.68,89.0,22.0,75.0,17.0,1989-11-29,167.0,CAN,R,46.0,D,175.26,Edmonton,AB,2008,6,156,2010.0
17217,8474716,2022,Jared Spurgeon,MIN,5on5,79,78387.0,1550.0,47.53,0.53,0.48,0.51,0.49,0.52,0.49,266.0,123.63,6.14,7.24,31.74,4.19,72.44,54.25,6.03,6.15,6.05,7.0,7.0,123.0,53.0,64.0,240.0,23.0,9.0,9.0,1.0,32.0,4.0,54.0,68.0,114.0,167.0,7.0,14.0,0.0,56.0,8.0,16.0,159.0,16.0,1.0,4.04,1.81,0.28,3.0,5.0,1.0,241.31,176.0,177.7,12.0,1.46,1.88,0.6,7.0,7.05,6.95,1550.0,153.0,190.0,261.0,946.0,175.0,134.0,181.0,1060.0,0.0,0.0,153365.0,14.0,10.0,5.0,119.0,670.35,54.81,53.13,55.26,53.56,645.0,286.0,337.0,1268.0,57.0,61.0,6.0,696.0,191.0,44.0,20.61,23.11,11.08,23.0,28.0,6.0,1279.14,931.0,939.85,9.25,9.94,10.17,53.89,54.34,53.38,606.99,47.96,46.54,47.65,46.26,607.0,245.0,385.0,1237.0,35.0,36.0,3.0,658.0,162.0,32.0,19.64,19.17,9.15,18.0,13.0,4.0,1228.83,852.0,848.99,7.95,7.53,7.93,47.97,47.84,47.01,101.17,108.66,2276.0,2333.0,5.98,0.43,128.0,11.0,99.0,9.0,1989-11-29,167.0,CAN,R,46.0,D,175.26,Edmonton,AB,2008,6,156,2010.0
21927,8474716,2023,Jared Spurgeon,MIN,5on5,16,14779.0,319.0,8.28,0.58,0.52,0.53,0.5,0.54,0.5,59.0,12.71,0.63,0.76,2.89,0.38,7.8,5.55,0.6,0.62,0.6,1.0,1.0,11.0,7.0,17.0,35.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,8.0,11.0,18.0,1.0,2.0,0.0,11.0,3.0,0.0,16.0,2.0,0.0,0.44,0.19,0.0,0.0,0.0,0.0,35.02,18.0,17.86,0.0,0.15,0.18,0.0,0.78,0.77,0.74,319.0,38.0,41.0,32.0,208.0,27.0,35.0,34.0,223.0,0.0,0.0,30192.0,2.0,0.0,0.0,19.0,131.38,10.39,9.98,10.6,10.2,117.0,64.0,75.0,256.0,12.0,12.0,1.0,140.0,33.0,8.0,4.03,3.93,2.42,5.0,5.0,2.0,261.49,181.0,184.83,1.77,2.5,2.5,9.66,9.79,9.49,109.55,7.46,7.31,7.46,7.31,96.0,56.0,72.0,224.0,7.0,9.0,0.0,126.0,22.0,4.0,3.44,2.91,1.11,6.0,1.0,0.0,222.91,152.0,152.92,1.42,1.67,1.67,7.21,7.19,7.08,19.04,17.86,482.0,475.0,1.47,0.13,28.0,6.0,21.0,6.0,1989-11-29,167.0,CAN,R,46.0,D,175.26,Edmonton,AB,2008,6,156,2010.0
14182,8475906,2022,John Klingberg,MIN,5on5,67,69562.0,1326.0,15.6,0.39,0.43,0.43,0.44,0.43,0.44,192.0,70.86,3.32,3.85,18.32,2.27,41.2,31.05,3.27,3.28,3.22,10.0,3.0,64.0,36.0,64.0,164.0,19.0,6.0,5.0,0.0,14.0,1.0,30.0,44.0,58.0,94.0,15.0,30.0,0.0,54.0,16.0,38.0,91.0,8.0,1.0,2.08,0.93,0.31,6.0,0.0,0.0,162.3,100.0,99.42,24.0,0.78,0.81,0.38,3.72,3.67,3.61,1326.0,152.0,145.0,214.0,815.0,135.0,221.0,199.0,771.0,0.0,0.0,128248.0,30.0,12.0,5.0,80.0,534.79,46.31,44.49,45.84,44.09,519.0,215.0,233.0,967.0,44.0,56.0,6.0,537.0,159.0,38.0,15.91,19.54,10.86,19.0,16.0,9.0,947.91,734.0,722.95,7.19,10.75,10.02,43.47,43.09,42.43,716.78,71.65,67.99,73.1,69.32,768.0,214.0,292.0,1274.0,63.0,91.0,10.0,687.0,210.0,85.0,21.97,26.11,23.57,21.0,25.0,17.0,1310.07,982.0,1004.7,10.4,19.67,19.67,62.38,63.52,61.97,80.52,105.86,1816.0,2285.0,3.52,0.84,90.0,17.0,72.0,15.0,1992-08-14,180.0,SWE,R,3.0,D,187.96,Gothenburg,--,2010,5,131,2014.0
12697,8481489,2021,Jon Lizotte,MIN,5on5,1,822.0,17.0,-0.47,0.27,0.41,0.23,0.48,0.28,0.46,5.0,0.71,0.03,0.04,0.17,0.03,0.38,0.34,0.03,0.03,0.03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.97,1.0,0.96,0.0,0.01,0.0,0.0,0.04,0.04,0.04,17.0,1.0,1.0,2.0,13.0,3.0,2.0,3.0,9.0,0.0,0.0,1958.0,2.0,0.0,0.0,4.0,4.02,0.36,0.35,0.38,0.38,5.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,2.0,0.0,0.13,0.22,0.0,0.0,1.0,0.0,5.13,5.0,5.09,0.07,0.0,0.0,0.42,0.45,0.45,9.99,0.96,0.94,0.95,0.92,9.0,4.0,4.0,17.0,1.0,1.0,1.0,10.0,2.0,1.0,0.37,0.23,0.37,0.0,0.0,1.0,16.77,13.0,12.99,0.16,0.37,0.37,0.76,0.74,0.73,0.97,1.37,29.0,31.0,0.09,0.0,2.0,0.0,2.0,0.0,1994-11-10,212.0,USA,L,39.0,D,185.42000000000002,Grand Forks,ND,--,--,--,2021.0
10907,8475750,2021,Jon Merrill,MIN,5on5,69,61310.0,1211.0,20.97,0.51,0.54,0.49,0.52,0.5,0.52,277.0,55.29,2.04,3.23,15.08,1.89,33.72,25.03,1.97,2.06,1.99,6.0,9.0,57.0,24.0,34.0,115.0,19.0,4.0,2.0,0.0,17.0,3.0,30.0,25.0,53.0,77.0,11.0,22.0,0.0,44.0,6.0,18.0,77.0,4.0,0.0,1.67,0.37,0.0,3.0,1.0,0.0,114.83,81.0,80.99,15.0,0.64,0.49,0.14,2.55,2.55,2.48,1211.0,91.0,111.0,209.0,800.0,186.0,182.0,156.0,687.0,0.0,0.0,136973.0,22.0,6.0,3.0,81.0,515.13,40.9,39.87,41.41,40.36,523.0,191.0,196.0,910.0,57.0,39.0,5.0,553.0,123.0,38.0,16.24,14.61,10.06,27.0,18.0,12.0,922.55,714.0,720.06,7.16,7.84,7.59,40.48,41.01,40.48,520.32,38.87,37.56,38.75,37.45,557.0,169.0,240.0,966.0,43.0,27.0,6.0,572.0,127.0,27.0,15.73,15.49,7.66,19.0,16.0,8.0,957.29,726.0,724.12,7.01,6.27,6.54,39.35,39.19,38.54,94.78,80.8,2158.0,1962.0,4.71,0.61,90.0,16.0,68.0,13.0,1992-02-03,205.0,USA,L,15.0,D,190.5,Oklahoma City,OK,2010,2,38,2013.0
15632,8475750,2022,Jon Merrill,MIN,5on5,73,60754.0,1209.0,7.38,0.47,0.51,0.46,0.5,0.47,0.51,343.0,47.19,1.81,2.66,12.53,1.48,29.8,21.72,1.77,1.81,1.77,5.0,4.0,40.0,30.0,24.0,94.0,11.0,2.0,4.0,0.0,11.0,2.0,23.0,28.0,38.0,68.0,19.0,36.0,0.0,44.0,16.0,12.0,65.0,5.0,0.0,1.26,0.55,0.0,2.0,0.0,0.0,94.36,70.0,69.82,10.0,0.53,0.64,0.13,2.21,2.21,2.16,1209.0,104.0,81.0,168.0,856.0,173.0,209.0,132.0,695.0,0.0,0.0,154835.0,36.0,16.0,8.0,93.0,465.44,36.81,35.76,37.33,36.26,449.0,197.0,204.0,850.0,36.0,46.0,6.0,488.0,129.0,29.0,12.74,16.1,7.97,13.0,16.0,7.0,861.09,646.0,652.76,6.09,8.12,8.12,34.79,35.21,34.81,526.48,42.34,41.04,41.73,40.48,529.0,202.0,250.0,981.0,40.0,44.0,4.0,565.0,127.0,39.0,16.42,15.32,10.6,17.0,14.0,9.0,965.31,731.0,722.11,7.1,8.94,8.94,40.49,40.01,39.33,106.62,103.8,2403.0,2381.0,5.05,0.41,109.0,5.0,87.0,4.0,1992-02-03,205.0,USA,L,15.0,D,190.5,Oklahoma City,OK,2010,2,38,2013.0
20797,8475750,2023,Jon Merrill,MIN,5on5,65,47795.0,938.0,10.85,0.47,0.52,0.5,0.5,0.5,0.49,337.0,42.82,2.46,2.48,11.6,1.44,24.67,18.35,2.28,2.5,2.3,4.0,3.0,42.0,19.0,31.0,92.0,11.0,4.0,4.0,0.0,15.0,0.0,20.0,18.0,38.0,57.0,14.0,28.0,0.0,36.0,8.0,11.0,51.0,8.0,2.0,1.11,0.87,0.48,3.0,1.0,0.0,90.4,61.0,60.5,11.0,0.51,0.75,0.48,2.49,2.46,2.39,938.0,75.0,60.0,99.0,704.0,154.0,158.0,103.0,523.0,0.0,0.0,142488.0,28.0,10.0,5.0,53.0,368.82,27.7,26.86,27.55,26.71,336.0,171.0,212.0,719.0,28.0,23.0,1.0,394.0,99.0,14.0,11.43,12.43,3.84,14.0,14.0,0.0,713.97,507.0,503.83,4.8,4.29,4.64,27.85,27.54,27.12,373.15,30.96,30.0,31.35,30.39,368.0,139.0,225.0,732.0,31.0,29.0,3.0,400.0,76.0,31.0,11.55,9.49,9.92,16.0,9.0,6.0,743.04,507.0,512.77,4.97,7.4,7.4,28.52,28.94,28.62,95.06,86.4,2213.0,2256.0,2.58,0.35,61.0,11.0,48.0,10.0,1992-02-03,205.0,USA,L,15.0,D,190.5,Oklahoma City,OK,2010,2,38,2013.0
1112,8476463,2019,Jonas Brodin,MIN,5on5,69,76101.0,1431.0,30.62,0.53,0.53,0.49,0.5,0.51,0.49,156.0,89.65,3.21,4.78,23.87,2.99,51.92,40.22,3.17,3.22,3.19,9.0,11.0,94.0,33.0,50.0,177.0,22.0,2.0,6.0,0.0,35.0,2.0,41.0,41.0,92.0,125.0,9.0,18.0,0.0,36.0,10.0,15.0,121.0,5.0,1.0,2.36,0.61,0.24,1.0,1.0,0.0,176.91,127.0,126.58,14.0,0.95,1.4,0.45,3.71,3.74,3.7,1431.0,139.0,187.0,270.0,835.0,212.0,181.0,206.0,832.0,0.0,0.0,126159.0,18.0,8.0,4.0,90.0,592.98,47.43,45.63,47.86,46.03,596.0,219.0,263.0,1078.0,58.0,54.0,9.0,616.0,157.0,42.0,16.48,19.39,11.57,17.0,29.0,12.0,1083.98,815.0,817.89,8.04,10.85,10.75,44.72,44.97,44.11,562.24,41.58,40.33,41.86,40.58,573.0,221.0,311.0,1105.0,48.0,35.0,8.0,652.0,97.0,45.0,17.35,11.68,12.54,22.0,12.0,14.0,1104.42,794.0,794.4,7.25,8.6,8.29,40.54,40.63,40.09,86.46,76.92,1964.0,1980.0,7.22,0.69,125.0,19.0,108.0,16.0,1993-07-12,198.0,SWE,L,25.0,D,185.42000000000002,Karlstad,--,2011,1,10,2012.0
