,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
12147,8481554,2021,Kaapo Kakko,NYR,5on5,43,34421.0,706.0,18.25,0.5,0.44,0.5,0.44,0.5,0.44,210.0,52.74,5.65,3.31,11.61,1.71,26.43,22.29,5.48,5.77,5.59,4.0,5.0,49.0,22.0,20.0,91.0,15.0,6.0,8.0,1.0,12.0,2.0,24.0,19.0,43.0,65.0,3.0,6.0,1.0,8.0,11.0,13.0,44.0,17.0,10.0,1.19,1.82,2.65,0.0,3.0,3.0,92.5,71.0,72.48,4.0,0.69,2.01,2.01,4.34,4.42,4.4,706.0,89.0,63.0,140.0,414.0,92.0,85.0,80.0,449.0,1.0,5.0,94003.0,6.0,6.0,3.0,15.0,277.36,22.78,22.07,23.11,22.39,281.0,104.0,120.0,505.0,23.0,19.0,5.0,292.0,69.0,24.0,7.99,8.08,6.7,8.0,8.0,7.0,511.73,385.0,391.05,3.68,4.96,4.96,21.49,21.76,21.46,274.15,22.41,21.73,22.14,21.47,272.0,106.0,131.0,509.0,15.0,19.0,3.0,281.0,79.0,18.0,7.47,10.08,4.85,5.0,6.0,4.0,503.44,378.0,374.06,3.81,4.38,4.5,21.71,21.46,21.11,53.19,68.37,1184.0,1534.0,1.22,1.14,22.0,28.0,20.0,21.0,2001-02-13,199.0,FIN,L,24.0,R,190.5,Turku,--,2019,1,2,2019.0
14357,8481554,2022,Kaapo Kakko,NYR,5on5,82,66975.0,1239.0,46.28,0.51,0.48,0.52,0.49,0.52,0.49,433.0,116.43,12.39,8.18,25.09,3.55,59.61,45.18,11.97,12.68,12.25,11.0,6.0,109.0,45.0,45.0,199.0,32.0,15.0,10.0,2.0,26.0,4.0,49.0,50.0,94.0,139.0,4.0,8.0,1.0,25.0,40.0,26.0,96.0,46.0,12.0,3.53,5.4,3.46,3.0,9.0,3.0,205.3,154.0,157.4,4.0,1.72,2.15,3.35,10.75,11.04,10.83,1239.0,123.0,104.0,210.0,802.0,183.0,154.0,167.0,735.0,1.0,2.0,178682.0,8.0,26.0,13.0,24.0,573.97,47.13,45.49,47.77,46.1,590.0,204.0,280.0,1074.0,52.0,52.0,4.0,608.0,147.0,39.0,18.71,17.3,11.11,22.0,20.0,10.0,1090.82,794.0,803.4,7.75,10.16,10.19,44.68,45.37,44.53,533.84,46.0,44.52,45.89,44.44,528.0,201.0,249.0,978.0,42.0,46.0,6.0,530.0,156.0,43.0,15.59,19.36,11.05,20.0,17.0,5.0,974.0,729.0,729.12,7.35,8.54,8.54,44.82,44.92,44.28,116.29,128.2,2595.0,2721.0,1.52,2.26,30.0,35.0,25.0,32.0,2001-02-13,199.0,FIN,L,24.0,R,190.5,Turku,--,2019,1,2,2019.0
20607,8481554,2023,Kaapo Kakko,NYR,5on5,61,43626.0,979.0,21.96,0.48,0.49,0.5,0.5,0.51,0.5,424.0,84.81,6.89,5.54,20.38,2.76,46.6,33.82,6.61,6.93,6.66,3.0,2.0,85.0,31.0,36.0,152.0,15.0,10.0,9.0,2.0,13.0,0.0,45.0,39.0,75.0,106.0,10.0,24.0,13.0,25.0,16.0,16.0,91.0,19.0,6.0,2.63,2.43,1.82,5.0,4.0,1.0,153.64,116.0,116.32,4.0,1.14,2.03,2.05,5.98,6.04,5.96,979.0,112.0,79.0,202.0,586.0,168.0,145.0,118.0,548.0,13.0,9.0,136752.0,24.0,16.0,8.0,17.0,373.25,27.29,26.25,27.57,26.52,362.0,160.0,185.0,707.0,24.0,37.0,6.0,423.0,79.0,20.0,11.07,9.8,6.42,12.0,9.0,3.0,714.5,522.0,527.28,4.81,7.79,7.79,24.32,24.54,24.12,356.76,29.13,28.32,28.97,28.17,338.0,155.0,206.0,699.0,21.0,32.0,1.0,390.0,74.0,29.0,11.09,9.45,8.59,13.0,7.0,1.0,692.11,493.0,489.62,4.74,7.0,7.0,26.87,26.84,26.55,90.25,94.89,2226.0,2269.0,0.59,0.84,17.0,23.0,16.0,18.0,2001-02-13,199.0,FIN,L,24.0,R,190.5,Turku,--,2019,1,2,2019.0
6127,8479291,2020,Kevin Rooney,NYR,5on5,54,33167.0,823.0,10.4,0.47,0.48,0.44,0.47,0.44,0.48,491.0,47.2,4.85,3.3,10.58,1.57,25.54,18.16,4.55,4.96,4.65,3.0,3.0,53.0,11.0,13.0,77.0,11.0,5.0,4.0,1.0,17.0,1.0,15.0,22.0,48.0,59.0,8.0,25.0,174.0,106.0,9.0,13.0,44.0,12.0,8.0,1.3,1.54,2.02,1.0,2.0,2.0,77.87,64.0,65.06,8.0,0.7,0.91,0.8,4.75,4.85,4.72,823.0,73.0,96.0,126.0,528.0,118.0,102.0,100.0,503.0,174.0,196.0,125102.0,25.0,31.0,11.0,25.0,216.28,18.56,17.89,18.83,18.15,229.0,66.0,99.0,394.0,19.0,18.0,2.0,221.0,51.0,23.0,5.74,6.46,6.36,6.0,8.0,5.0,397.09,295.0,297.47,2.99,3.73,3.64,17.91,18.16,17.86,267.11,21.32,20.74,21.3,20.72,251.0,124.0,125.0,500.0,20.0,17.0,3.0,291.0,63.0,21.0,8.37,7.33,5.62,9.0,6.0,5.0,499.51,375.0,374.9,3.75,3.45,3.45,21.62,21.61,21.3,72.41,78.34,1717.0,1898.0,2.35,0.47,31.0,26.0,29.0,21.0,1993-05-21,190.0,USA,L,58.0,C,187.96,Canton,MA,--,--,--,2016.0
10657,8479291,2021,Kevin Rooney,NYR,5on5,61,41664.0,885.0,2.56,0.4,0.49,0.38,0.48,0.38,0.49,493.0,54.68,6.02,3.85,12.74,1.83,27.97,20.6,5.85,6.19,6.01,2.0,2.0,62.0,11.0,23.0,96.0,9.0,5.0,6.0,2.0,18.0,0.0,19.0,25.0,57.0,68.0,8.0,16.0,165.0,80.0,18.0,16.0,45.0,22.0,6.0,1.39,2.59,2.04,1.0,2.0,2.0,98.26,73.0,73.96,8.0,0.81,1.79,1.89,4.94,5.03,4.98,885.0,79.0,78.0,141.0,587.0,114.0,105.0,77.0,589.0,165.0,198.0,140649.0,16.0,32.0,16.0,29.0,225.5,18.57,18.1,18.79,18.31,241.0,71.0,113.0,425.0,15.0,20.0,6.0,233.0,63.0,16.0,6.01,7.56,5.0,5.0,5.0,5.0,429.17,312.0,314.05,3.21,5.41,5.28,16.49,16.65,16.48,371.86,27.54,26.5,27.59,26.57,378.0,142.0,179.0,699.0,20.0,31.0,2.0,415.0,80.0,25.0,11.12,9.92,6.5,8.0,8.0,4.0,698.39,520.0,519.36,5.07,5.43,5.31,27.3,27.37,26.82,90.87,96.05,2029.0,2182.0,0.53,1.2,16.0,28.0,13.0,21.0,1993-05-21,190.0,USA,L,58.0,C,187.96,Canton,MA,--,--,--,2016.0
1747,8480072,2019,Lias Andersson,NYR,5on5,17,7646.0,186.0,-1.93,0.38,0.45,0.4,0.43,0.42,0.44,168.0,9.31,0.86,0.5,2.12,0.31,4.49,3.73,0.85,0.81,0.8,0.0,1.0,11.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,11.0,12.0,2.0,4.0,35.0,20.0,7.0,3.0,8.0,3.0,1.0,0.16,0.39,0.32,0.0,0.0,0.0,11.61,12.0,11.68,1.0,0.1,0.0,0.32,0.65,0.62,0.62,186.0,15.0,10.0,27.0,134.0,25.0,37.0,24.0,100.0,35.0,36.0,40291.0,4.0,0.0,0.0,4.0,52.5,3.39,3.36,3.31,3.28,48.0,25.0,11.0,84.0,2.0,5.0,2.0,62.0,8.0,3.0,1.52,1.07,0.8,0.0,0.0,2.0,82.57,73.0,71.96,0.65,1.1,0.96,3.08,3.01,2.99,72.27,5.52,5.4,5.7,5.56,70.0,30.0,27.0,127.0,11.0,4.0,1.0,78.0,20.0,2.0,2.12,2.73,0.68,6.0,4.0,1.0,131.33,100.0,102.86,0.89,0.88,0.88,5.53,5.7,5.65,25.52,31.65,553.0,728.0,0.16,0.17,3.0,7.0,3.0,6.0,1998-10-13,204.0,SWE,L,50.0,C,185.42000000000002,Smogen,--,2017,1,7,2017.0
1207,8474230,2019,Micheal Haley,NYR,5on5,22,7331.0,196.0,-1.9,0.38,0.47,0.37,0.48,0.39,0.49,238.0,9.23,1.19,0.73,2.06,0.3,5.18,3.54,1.19,1.13,1.13,0.0,0.0,9.0,4.0,1.0,14.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,8.0,12.0,9.0,30.0,7.0,36.0,1.0,5.0,9.0,2.0,2.0,0.35,0.27,0.56,0.0,0.0,1.0,13.57,13.0,12.66,3.0,0.15,0.06,0.27,1.07,1.01,1.01,196.0,25.0,10.0,28.0,133.0,27.0,40.0,25.0,104.0,7.0,5.0,53099.0,30.0,30.0,8.0,6.0,42.2,3.42,3.29,3.3,3.17,38.0,20.0,15.0,73.0,1.0,4.0,1.0,45.0,9.0,4.0,1.18,1.17,1.07,0.0,0.0,1.0,70.29,58.0,56.12,0.55,0.59,0.59,3.38,3.26,3.21,65.3,5.56,5.42,5.59,5.45,65.0,25.0,32.0,122.0,8.0,3.0,1.0,64.0,22.0,4.0,1.47,2.83,1.26,2.0,3.0,3.0,124.65,90.0,91.19,0.85,0.85,0.85,5.56,5.58,5.51,35.94,40.43,837.0,902.0,0.09,0.03,5.0,5.0,4.0,3.0,1986-03-30,205.0,CAN,L,18.0,C,180.34,Guelph,ON,--,--,--,2009.0
1067,8476459,2019,Mika Zibanejad,NYR,5on5,57,49059.0,1032.0,73.22,0.45,0.47,0.5,0.46,0.5,0.47,224.0,124.26,10.09,7.7,27.56,3.88,65.98,52.85,9.99,10.14,10.04,11.0,6.0,123.0,46.0,40.0,209.0,36.0,19.0,1.0,1.0,22.0,6.0,54.0,67.0,104.0,150.0,6.0,12.0,382.0,45.0,27.0,28.0,124.0,39.0,6.0,3.74,4.71,1.65,8.0,8.0,3.0,210.05,169.0,169.82,12.0,1.58,0.22,1.22,10.39,10.44,10.38,1032.0,142.0,139.0,224.0,527.0,121.0,108.0,184.0,619.0,382.0,386.0,115349.0,12.0,36.0,18.0,35.0,414.54,30.25,29.89,30.42,30.06,425.0,149.0,182.0,756.0,45.0,17.0,1.0,447.0,109.0,18.0,12.35,13.24,4.67,17.0,20.0,8.0,761.43,574.0,577.61,5.33,2.77,2.7,32.81,33.02,32.74,422.17,36.98,35.33,37.09,35.44,424.0,158.0,189.0,771.0,33.0,47.0,6.0,427.0,118.0,37.0,12.29,14.46,10.24,12.0,14.0,7.0,771.24,582.0,581.87,5.68,9.71,9.76,32.9,32.92,32.37,72.03,79.82,1700.0,1977.0,1.52,1.26,35.0,35.0,28.0,28.0,1993-04-18,213.0,SWE,R,93.0,C,187.96,Stockholm,--,2011,1,6,2011.0
6007,8476459,2020,Mika Zibanejad,NYR,5on5,56,44736.0,995.0,44.41,0.44,0.49,0.46,0.48,0.46,0.48,276.0,83.9,6.66,5.27,19.22,2.66,45.17,36.02,6.54,6.77,6.64,10.0,7.0,80.0,35.0,25.0,140.0,27.0,10.0,2.0,1.0,18.0,1.0,32.0,52.0,70.0,105.0,8.0,16.0,310.0,68.0,27.0,28.0,87.0,22.0,6.0,2.45,2.68,1.53,6.0,3.0,1.0,140.03,115.0,115.51,10.0,1.09,0.86,1.11,6.63,6.74,6.69,995.0,131.0,120.0,172.0,572.0,110.0,99.0,153.0,633.0,310.0,335.0,118825.0,16.0,22.0,11.0,30.0,309.68,22.93,22.43,23.17,22.67,305.0,124.0,138.0,567.0,35.0,15.0,3.0,336.0,79.0,14.0,8.98,9.89,4.06,19.0,13.0,3.0,570.19,429.0,432.46,4.03,3.16,3.16,23.8,24.08,23.79,363.71,28.6,27.86,28.73,27.98,376.0,135.0,165.0,676.0,32.0,28.0,4.0,402.0,79.0,30.0,10.94,9.5,8.15,12.0,10.0,10.0,677.71,511.0,511.81,4.97,5.49,5.9,27.66,27.89,27.51,72.07,73.6,1638.0,1791.0,1.91,1.39,33.0,31.0,27.0,27.0,1993-04-18,213.0,SWE,R,93.0,C,187.96,Stockholm,--,2011,1,6,2011.0
10722,8476459,2021,Mika Zibanejad,NYR,5on5,81,67486.0,1413.0,74.84,0.5,0.46,0.48,0.47,0.5,0.46,370.0,123.82,10.82,8.23,28.71,3.94,67.2,50.1,10.39,10.89,10.44,18.0,9.0,126.0,43.0,39.0,208.0,39.0,12.0,8.0,4.0,33.0,4.0,44.0,68.0,114.0,157.0,6.0,12.0,488.0,61.0,47.0,43.0,126.0,31.0,12.0,3.9,3.69,3.22,6.0,2.0,4.0,208.36,169.0,169.63,14.0,1.71,2.35,2.57,9.96,10.0,9.82,1413.0,143.0,162.0,283.0,825.0,136.0,107.0,200.0,970.0,488.0,415.0,175249.0,12.0,20.0,10.0,35.0,521.29,43.86,42.41,44.32,42.84,537.0,186.0,216.0,939.0,55.0,39.0,11.0,542.0,143.0,38.0,15.29,17.68,10.88,27.0,17.0,11.0,947.86,723.0,729.03,7.02,9.65,9.78,41.1,41.52,40.91,525.34,43.02,41.72,42.99,41.67,525.0,210.0,270.0,1005.0,39.0,49.0,9.0,552.0,152.0,31.0,15.1,18.89,9.03,14.0,16.0,9.0,1004.07,735.0,734.38,7.35,8.95,8.89,41.49,41.31,40.62,101.61,119.87,2344.0,2695.0,1.45,1.66,45.0,41.0,38.0,36.0,1993-04-18,213.0,SWE,R,93.0,C,187.96,Stockholm,--,2011,1,6,2011.0
15042,8476459,2022,Mika Zibanejad,NYR,5on5,82,67427.0,1358.0,87.68,0.49,0.48,0.5,0.5,0.51,0.5,423.0,125.82,12.16,8.57,29.95,4.25,68.67,50.4,11.6,12.25,11.65,17.0,7.0,123.0,51.0,32.0,206.0,40.0,16.0,6.0,1.0,18.0,2.0,69.0,63.0,107.0,158.0,7.0,14.0,500.0,66.0,37.0,48.0,127.0,35.0,12.0,4.17,4.19,3.8,6.0,8.0,2.0,209.49,174.0,175.82,18.0,1.78,1.11,3.18,10.75,10.81,10.61,1358.0,145.0,169.0,275.0,769.0,124.0,117.0,195.0,922.0,500.0,503.0,178230.0,14.0,38.0,19.0,31.0,544.57,45.89,44.12,46.61,44.79,555.0,205.0,235.0,995.0,51.0,46.0,5.0,577.0,143.0,40.0,17.36,17.09,11.45,17.0,25.0,9.0,1009.75,760.0,768.9,7.6,9.84,9.89,43.6,44.28,43.34,540.56,48.1,46.19,47.73,45.89,533.0,205.0,271.0,1009.0,34.0,40.0,3.0,529.0,167.0,42.0,15.87,21.1,11.13,17.0,13.0,4.0,999.09,738.0,732.8,7.59,8.06,8.06,47.63,47.46,46.67,117.53,126.11,2674.0,2690.0,1.04,1.38,41.0,29.0,32.0,26.0,1993-04-18,213.0,SWE,R,93.0,C,187.96,Stockholm,--,2011,1,6,2011.0
20592,8476459,2023,Mika Zibanejad,NYR,5on5,81,65186.0,1486.0,73.21,0.51,0.48,0.51,0.5,0.51,0.5,405.0,121.18,10.95,8.21,29.98,4.28,67.7,50.88,10.43,10.97,10.45,15.0,2.0,119.0,53.0,46.0,218.0,25.0,8.0,9.0,1.0,23.0,0.0,62.0,70.0,111.0,164.0,10.0,20.0,444.0,46.0,29.0,30.0,130.0,29.0,13.0,3.86,3.61,3.48,4.0,3.0,1.0,218.69,172.0,173.24,6.0,1.71,1.28,2.84,9.8,9.84,9.64,1486.0,238.0,181.0,300.0,767.0,181.0,164.0,210.0,931.0,444.0,420.0,174478.0,20.0,38.0,18.0,37.0,557.71,44.73,42.86,44.64,42.8,541.0,238.0,296.0,1075.0,46.0,50.0,4.0,611.0,118.0,50.0,16.82,14.5,13.41,23.0,17.0,6.0,1071.65,779.0,778.99,7.51,8.99,9.25,42.98,42.87,41.79,546.28,43.37,42.26,43.41,42.29,515.0,235.0,290.0,1040.0,39.0,53.0,6.0,583.0,130.0,37.0,16.34,16.74,10.28,14.0,19.0,6.0,1033.64,750.0,747.58,7.39,8.7,8.7,42.05,42.09,41.56,115.51,122.68,2837.0,2881.0,2.07,1.1,64.0,42.0,43.0,32.0,1993-04-18,213.0,SWE,R,93.0,C,187.96,Stockholm,--,2011,1,6,2011.0
6747,8480289,2020,Morgan Barron,NYR,5on5,5,3584.0,78.0,-0.13,0.28,0.34,0.38,0.37,0.35,0.38,37.0,2.91,0.08,0.13,0.83,0.09,1.64,1.23,0.08,0.08,0.08,0.0,0.0,3.0,1.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,7.0,11.0,0.0,2.0,4.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,6.58,4.0,3.6,0.0,0.03,0.0,0.0,0.11,0.1,0.1,78.0,5.0,4.0,14.0,55.0,8.0,16.0,6.0,48.0,7.0,6.0,11175.0,2.0,2.0,1.0,2.0,17.52,0.93,0.93,0.91,0.91,20.0,5.0,8.0,33.0,2.0,0.0,0.0,21.0,4.0,0.0,0.48,0.44,0.0,2.0,0.0,0.0,31.67,25.0,24.27,0.2,0.0,0.0,1.13,1.1,1.1,33.02,2.41,2.36,2.45,2.4,31.0,15.0,8.0,54.0,3.0,1.0,0.0,35.0,9.0,2.0,0.85,1.04,0.53,1.0,1.0,1.0,56.82,46.0,47.43,0.44,0.28,0.28,2.58,2.63,2.61,4.18,8.2,118.0,202.0,0.0,0.15,0.0,2.0,0.0,2.0,1998-12-02,220.0,CAN,L,47.0,C,193.04,Halifax,NS,2017,6,174,2020.0
20107,8474009,2023,Nick Bonino,NYR,5on5,45,26775.0,639.0,-3.14,0.37,0.53,0.38,0.54,0.41,0.54,413.0,31.87,3.31,2.24,8.09,1.24,17.72,12.4,3.15,3.31,3.16,3.0,1.0,28.0,17.0,16.0,61.0,5.0,1.0,5.0,0.0,6.0,0.0,20.0,13.0,27.0,44.0,4.0,8.0,156.0,10.0,9.0,3.0,31.0,11.0,3.0,0.96,1.37,0.97,1.0,0.0,0.0,62.06,45.0,45.25,1.0,0.47,0.56,1.27,2.51,2.48,2.42,639.0,51.0,95.0,89.0,404.0,88.0,83.0,67.0,401.0,156.0,146.0,105856.0,8.0,2.0,1.0,61.0,176.81,12.21,11.91,12.31,12.01,173.0,69.0,87.0,329.0,8.0,17.0,0.0,196.0,38.0,8.0,5.01,4.85,2.34,3.0,5.0,0.0,332.01,242.0,243.65,2.27,2.76,2.76,11.72,11.76,11.57,248.46,20.92,20.16,20.64,19.89,225.0,118.0,201.0,544.0,20.0,32.0,2.0,263.0,60.0,20.0,7.14,7.85,5.93,12.0,5.0,3.0,532.9,343.0,337.4,3.26,6.46,6.46,17.71,17.5,17.19,78.61,69.54,1822.0,1573.0,1.07,0.62,15.0,14.0,12.0,9.0,1988-04-20,196.0,USA,L,13.0,C,185.42000000000002,Hartford,CT,2007,6,173,2009.0
18172,8474141,2022,Patrick Kane,NYR,5on5,73,66983.0,1249.0,38.17,0.4,0.44,0.42,0.45,0.42,0.45,192.0,141.2,10.95,9.22,33.41,4.65,77.13,57.65,10.73,10.64,10.43,10.0,7.0,148.0,45.0,50.0,243.0,33.0,16.0,7.0,1.0,39.0,3.0,40.0,88.0,132.0,177.0,5.0,10.0,0.0,13.0,28.0,46.0,154.0,31.0,8.0,4.79,3.84,2.31,11.0,3.0,2.0,237.39,193.0,188.48,21.0,1.91,1.43,1.32,11.54,11.27,11.14,1249.0,189.0,112.0,199.0,749.0,106.0,219.0,188.0,736.0,0.0,0.0,152612.0,10.0,16.0,8.0,18.0,473.81,41.32,40.33,40.89,39.9,476.0,173.0,197.0,846.0,49.0,35.0,7.0,477.0,125.0,47.0,13.48,15.65,12.18,19.0,17.0,13.0,831.83,649.0,639.89,6.55,7.04,7.04,40.83,40.35,39.97,650.07,63.3,60.85,64.46,61.99,659.0,226.0,301.0,1186.0,58.0,71.0,13.0,624.0,190.0,71.0,19.04,24.39,19.87,21.0,20.0,17.0,1214.47,885.0,905.09,9.34,16.18,16.15,56.48,57.45,56.52,91.08,115.66,2035.0,2498.0,0.78,1.23,17.0,38.0,13.0,31.0,1988-11-19,177.0,USA,L,88.0,R,177.8,Buffalo,NY,2007,1,1,2007.0
377,8477402,2019,Pavel Buchnevich,NYR,5on5,68,57563.0,1207.0,47.13,0.53,0.44,0.51,0.45,0.52,0.46,286.0,113.33,11.31,7.99,25.25,4.06,59.63,44.76,10.99,11.33,11.01,14.0,7.0,117.0,36.0,41.0,194.0,33.0,12.0,8.0,0.0,23.0,5.0,49.0,56.0,105.0,141.0,12.0,24.0,4.0,72.0,35.0,53.0,93.0,54.0,6.0,3.15,6.75,1.42,2.0,8.0,2.0,193.75,153.0,153.78,18.0,1.66,1.56,0.94,12.04,12.08,11.92,1207.0,146.0,146.0,232.0,683.0,172.0,164.0,195.0,676.0,4.0,16.0,138466.0,24.0,32.0,17.0,20.0,518.41,42.33,41.33,42.59,41.59,523.0,190.0,220.0,933.0,55.0,31.0,6.0,524.0,160.0,29.0,14.7,19.79,7.84,17.0,25.0,13.0,939.97,713.0,719.78,6.9,6.13,6.13,43.04,43.35,42.86,477.48,37.7,36.43,38.08,36.79,461.0,205.0,237.0,903.0,44.0,30.0,6.0,510.0,128.0,28.0,15.03,15.24,7.43,17.0,19.0,8.0,908.42,666.0,669.09,6.41,6.09,6.22,37.89,38.16,37.58,79.99,100.66,1946.0,2359.0,2.15,1.7,25.0,40.0,21.0,35.0,1995-04-17,196.0,RUS,L,89.0,R,190.5,Cherepovets,--,2013,3,75,2016.0
5482,8477402,2020,Pavel Buchnevich,NYR,5on5,54,43714.0,934.0,42.05,0.51,0.48,0.48,0.47,0.48,0.48,244.0,88.52,7.9,6.01,19.66,2.93,48.55,35.96,7.77,8.11,7.97,11.0,8.0,92.0,29.0,36.0,157.0,32.0,13.0,8.0,0.0,20.0,3.0,32.0,45.0,79.0,108.0,8.0,22.0,3.0,41.0,21.0,32.0,86.0,31.0,4.0,2.77,3.99,1.14,6.0,7.0,0.0,161.74,121.0,124.2,11.0,1.24,1.75,0.96,8.17,8.38,8.3,934.0,126.0,100.0,175.0,533.0,138.0,102.0,140.0,554.0,3.0,11.0,113452.0,22.0,25.0,12.0,21.0,337.35,27.09,26.47,27.5,26.86,335.0,132.0,144.0,611.0,39.0,19.0,3.0,356.0,90.0,21.0,9.92,11.07,6.1,20.0,14.0,5.0,619.9,467.0,473.77,4.54,4.45,4.45,27.18,27.63,27.3,359.86,26.15,25.61,26.27,25.73,366.0,141.0,165.0,672.0,29.0,22.0,2.0,414.0,70.0,23.0,11.53,8.41,6.2,11.0,11.0,7.0,671.33,507.0,506.95,4.83,4.19,4.39,26.58,26.78,26.48,65.91,72.66,1530.0,1714.0,0.9,1.72,23.0,29.0,19.0,26.0,1995-04-17,196.0,RUS,L,89.0,R,190.5,Cherepovets,--,2013,3,75,2016.0
